C,H,O,N,S,P,Se,Na,Cl,13C,m/z,H/C,O/C,KM,NKM,KMD,DBE,DBE-O,13Cratio,AImod,Sep-t0-1,Sep-t0-2,Sep-t0-3,Sep-t1-1,Sep-t1-2,Sep-t1-3,Sep-t1-UF-R,Sep-t1-UF-S,Oct-t0-1,Oct-t0-2,Oct-t0-3,Oct-t1-1,Oct-t1-2,Oct-t1-3,Oct-t1-UF-R,Oct-t1-UF-S,Dec-t0-1,Dec-t0-2,Dec-t0-3,Dec-t1-1,Dec-t1-2,Dec-t1-3,Dec-t1-UF-R,Dec-t1-UF-S,Feb-t0-1,Feb-t0-2,Feb-t0-3,Feb-t1-1,Feb-t1-2,Feb-t1-3,Feb-t1-UF-R,Feb-t1-UF-S,Oct-MQ-1,Oct-MQ-2,Oct-MQ-3,Jan-MQ-A,Jan-MQ-B,Jan-MQ-C,Mar-MQ-A,Mar-MQ-B,Mar-MQ-C,may-MQ-A,may-MQ-B,may-MQ-C,jul-MQ-A,jul-MQ-B,jul-MQ-C,PLFA-1,PLFA-3
21,20,13,0,0,0,0,0,0,0,479.083113,0.952380952,0.619047619,478.548165,479,0.451835184,12,-1,0.233569262,0.379310345,0,0,0,326.598994,312.032091,290.697919,299.468537,294.236291,265.506563,284.574161,274.789908,282.376493,274.809094,263.30425,280.451193,259.672459,254.121484,239.104905,250.680482,248.742212,259.096481,239.788712,229.375778,234.788574,237.789515,248.257001,260.083295,215.077793,239.494536,249.328739,242.872374,227.501887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,24,12,0,0,0,0,0,0,0,479.119499,1.09090909,0.545454545,478.58451,479,0.415490413,11,-1,0.244691608,0.3125,0,0,621.717796,707.905155,711.093203,619.817206,669.282123,629.86992,523.091926,528.123072,519.262306,534.205828,523.651796,555.52488,527.74924,532.700221,546.353395,545.682574,535.674694,533.836726,559.157421,543.596369,532.938476,511.626418,485.50048,501.07882,538.968432,504.193899,521.169342,553.294128,574.253834,514.456604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,24,11,2,0,0,0,0,0,0,479.130732,1.14285714,0.523809524,478.59573,479,0.404269556,9,-2,0.233569262,0.259259259,0,0,0,0,0,0,0,0,111.967927,0,112.563759,0,0,0,0,0,131.36674,120.422133,126.81618,0,0,0,116.49454,110.333989,124.507218,109.123866,123.224732,0,0,0,0,113.764169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,28,11,0,0,0,0,0,0,0,479.155884,1.2173913,0.47826087,478.620854,479,0.379145641,10,-1,0.255813953,0.257142857,1038.8103,1262.21422,929.572472,963.715517,909.081543,781.686391,859.404167,854.486328,707.372889,726.946756,738.681471,702.491937,687.549766,716.081265,713.552939,725.585389,798.332212,735.319534,749.059688,765.919495,797.464934,747.606571,758.571278,753.758218,654.291761,711.819998,703.142366,713.91237,730.984147,824.819441,794.740388,729.785084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,32,10,0,0,0,0,0,0,0,479.19227,1.33333333,0.416666667,478.657199,479,0.342800869,9,-1,0.266936299,0.210526316,793.500674,871.020077,687.273283,656.823246,635.104264,567.267235,610.996345,629.256633,555.04962,572.168209,574.803107,564.720546,530.48141,557.575562,575.08032,574.227411,629.976092,633.594533,627.708641,643.869545,703.067525,622.26267,652.146046,603.840196,538.705796,585.302033,553.661459,592.158141,599.995774,683.115808,660.698177,598.675456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.821034,0
25,36,9,0,0,0,0,0,0,0,479.228655,1.44,0.36,478.693544,479,0.306456097,8,-1,0.278058645,0.170731707,259.775314,0,0,0,0,0,0,202.484047,237.496736,259.1379,248.605347,237.379419,229.382867,229.903635,223.697069,246.610648,271.302087,274.818069,277.713257,284.205862,307.146256,266.169858,279.479419,268.252579,242.714247,252.609499,226.522841,253.449743,265.313745,294.993358,278.931333,270.986261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,40,8,0,0,0,0,0,0,0,479.26504,1.53846154,0.307692308,478.729889,479,0.270111326,7,-1,0.289180991,0.136363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299.130684,515.051077
21,23,12,1,0,0,0,0,0,0,480.114748,1.0952381,0.571428571,479.578647,480,0.421352716,10,-2,0.233569262,0.285714286,0,0,0,0,0,0,0,0,111.282483,0,104.680434,0,0,0,0,0,0,104.333093,113.541727,0,0,0,109.951751,107.209584,101.637764,112.831381,118.665934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,27,11,1,0,0,0,0,0,0,480.151133,1.22727273,0.5,479.614992,480,0.385007945,9,-2,0.244691608,0.225806452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.7954922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,18,14,0,0,0,0,0,0,0,481.062378,0.9,0.7,480.525219,481,0.474780649,12,-2,0.222446916,0.384615385,269.572356,0,0,283.155054,253.483328,260.604327,255.931718,228.498121,235.962493,246.508216,221.878108,238.375655,233.748435,239.219396,214.028056,215.115537,197.346209,188.064881,196.494558,187.581953,188.231561,199.446716,183.751407,187.798111,195.526827,183.04565,210.136346,175.605855,167.668343,170.151804,187.63338,179.764308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,22,13,0,0,0,0,0,0,0,481.098763,1.04761905,0.619047619,480.561564,481,0.438435877,11,-2,0.233569262,0.310344828,0,0,535.065592,657.959246,631.82697,607.747531,613.558332,623.586005,528.606676,540.305019,513.126951,540.136248,505.809089,528.067991,525.809385,502.53168,532.506499,504.310156,535.1919,517.307751,543.996165,501.939431,484.410161,500.239602,491.399689,490.698917,551.00971,503.811792,502.468388,540.330458,527.810436,483.62549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,22,12,2,0,0,0,0,0,0,481.109997,1.1,0.6,480.572785,481,0.42721502,9,-3,0.222446916,0.25,0,0,0,0,0,0,0,0,126.057092,0,132.572265,0,0,0,0,0,125.254958,129.125652,137.320635,0,0,131.291222,125.407552,125.011631,143.023138,126.896116,149.965513,0,0,140.003847,0,125.646551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,26,12,0,0,0,0,0,0,0,481.135149,1.18181818,0.545454545,480.597909,481,0.402091105,10,-2,0.244691608,0.25,0,0,1029.14018,1146.27861,1111.86029,933.72881,985.586906,1012.57672,848.341561,874.739506,860.177498,831.564724,798.963285,843.775403,841.946241,861.356127,909.210035,889.860233,897.70367,899.500292,919.731188,871.926977,857.340123,888.574313,791.66983,802.094103,863.434777,831.48891,877.083612,912.079418,947.752437,832.611535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,26,11,2,0,0,0,0,0,0,481.146382,1.23809524,0.523809524,480.60913,481,0.390870249,8,-3,0.233569262,0.185185185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.43624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,30,11,0,0,0,0,0,0,0,481.171534,1.30434783,0.47826087,480.634254,481,0.365746334,9,-2,0.255813953,0.2,1100.35197,1295.8222,1050.41725,1002.40176,950.123385,810.432512,854.391926,876.052954,769.504221,789.372965,771.384006,772.291477,724.616531,770.303915,732.221752,791.279409,854.525786,827.019395,845.356338,831.472097,892.229973,828.926806,836.826604,836.661173,721.41978,779.048759,787.381559,796.187034,808.568833,864.308758,872.165428,783.60847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,34,10,0,0,0,0,0,0,0,481.20792,1.41666667,0.416666667,480.670598,481,0.329401562,8,-2,0.266936299,0.157894737,532.942432,0,485.199689,428.1266,418.008822,371.801331,380.523773,384.690568,376.883595,393.773717,410.541504,383.067858,357.595821,397.915507,378.921052,417.386731,444.41532,426.640392,440.272713,455.213571,463.459832,441.706185,448.282511,444.052579,384.112438,394.056543,369.939066,393.174153,402.286442,447.288173,447.972889,418.350053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,38,9,0,0,0,0,0,0,0,481.244305,1.52,0.36,480.706943,481,0.29305679,7,-2,0.278058645,0.12195122,0,0,0,0,0,0,0,0,107.199371,0,108.790808,0,0,0,0,0,123.220767,126.009648,123.973722,0,0,0,127.456175,120.234464,95.5473302,118.469126,0,0,0,0,0,118.983389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295.146006,512.317691
26,42,8,0,0,0,0,0,0,0,481.28069,1.61538462,0.307692308,480.743288,481,0.256712018,6,-2,0.289180991,0.0909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305.518814
20,21,13,1,0,0,0,0,0,0,482.094012,1.05,0.65,481.555702,482,0.444298181,10,-3,0.222446916,0.28,0,0,0,0,0,0,0,0,110.494013,0,109.481387,0,0,0,0,0,0,102.540536,0,0,0,0,104.316731,104.679206,113.821171,110.212626,126.255465,0,0,0,0,112.019177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,25,12,1,0,0,0,0,0,0,482.130398,1.19047619,0.571428571,481.592047,482,0.407953409,9,-3,0.233569262,0.214285714,0,0,0,0,0,0,0,0,114.503908,0,116.876323,0,0,0,0,0,122.941851,114.763756,125.148584,0,0,0,131.460513,114.249915,118.072288,122.956842,137.966259,0,0,0,0,126.854654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,20,14,0,0,0,0,0,0,0,483.078028,1,0.7,482.538619,483,0.461381342,11,-3,0.222446916,0.307692308,0,0,365.936956,493.384539,453.391167,470.477843,452.227021,412.219885,402.375065,419.973391,395.003086,419.877337,383.648915,430.051183,391.47426,402.810349,370.414709,362.526236,387.079396,365.205594,387.570274,375.255008,361.040643,372.453037,387.205781,371.336539,418.718948,346.866327,346.403939,389.560634,372.881192,365.070629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,24,13,0,0,0,0,0,0,0,483.114413,1.14285714,0.619047619,482.574963,483,0.42503657,10,-3,0.233569262,0.24137931,0,0,776.449381,912.229495,916.141762,830.696982,810.348965,830.102632,730.64771,772.651532,763.791986,788.159358,722.890258,741.727621,743.824257,738.973268,795.544266,764.356731,770.645921,782.676303,791.223963,770.189141,732.45158,759.066728,741.016933,744.27642,800.970866,695.637989,761.337899,813.537227,820.656513,726.204084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,24,12,2,0,0,0,0,0,0,483.125647,1.2,0.6,482.586184,483,0.413815713,8,-4,0.222446916,0.166666667,0,0,0,0,0,0,0,0,106.227854,0,106.081504,0,0,0,0,0,0,102.394303,112.833663,0,0,0,102.865246,103.796363,105.604761,108.278257,121.83685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,28,12,0,0,0,0,0,0,0,483.150799,1.27272727,0.545454545,482.611308,483,0.388691798,9,-3,0.244691608,0.1875,1102.07661,1355.94332,1084.89427,1132.8816,1098.9043,933.888785,967.10531,995.100143,863.853509,837.779831,847.283185,882.833167,817.197142,857.538415,840.011236,868.387503,907.338454,868.252084,923.885937,907.720642,943.64205,892.038484,898.881036,914.001997,829.217879,840.294413,866.05795,891.683817,861.200908,951.149512,962.011856,864.276095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,32,11,0,0,0,0,0,0,0,483.187184,1.39130435,0.47826087,482.647653,483,0.352347026,8,-3,0.255813953,0.142857143,718.079649,814.526659,704.895912,625.237948,574.70357,483.009901,510.792601,494.444261,455.329493,491.861445,493.951671,479.791404,440.829484,486.954988,486.97992,493.882626,558.218382,520.871296,548.245343,533.937166,583.58615,542.683899,554.781488,530.991753,466.213114,483.747889,496.947353,494.256199,501.256737,562.946281,537.55979,504.925972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,36,10,0,0,0,0,0,0,0,483.223569,1.5,0.416666667,482.683998,483,0.316002255,7,-3,0.266936299,0.105263158,233.590636,0,0,0,0,0,0,0,148.080183,164.518389,166.373537,150.707104,0,0,0,0,180.837859,168.745379,180.500536,182.216457,188.186536,180.121622,194.650198,180.290737,141.580078,159.501323,142.439049,164.65274,159.425911,190.406806,172.507378,165.104899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,40,9,0,0,0,0,0,0,0,483.259955,1.6,0.36,482.720343,483,0.279657483,6,-3,0.278058645,0.0731707317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286.407135
20,23,13,1,0,0,0,0,0,0,484.109662,1.15,0.65,483.569101,484,0.430898874,9,-4,0.222446916,0.2,0,0,0,0,0,0,0,0,117.149531,132.752339,127.184278,135.611623,0,0,0,0,129.793512,118.892594,132.104617,0,0,132.338418,118.402142,127.076559,127.892451,132.846695,141.981191,0,0,0,0,133.706824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,18,15,0,0,0,0,0,0,0,485.057293,0.947368421,0.789473684,484.515673,485,0.484326806,11,-4,0.21132457,0.304347826,0,0,0,0,0,0,0,0,169.976856,170.079904,168.012681,175.872282,154.158803,169.945522,0,0,129.741971,126.31359,145.802985,0,0,131.997996,134.74536,136.100231,147.50205,129.200891,151.908233,0,0,0,0,126.224719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,22,14,0,0,0,0,0,0,0,485.093678,1.1,0.7,484.552018,485,0.447982034,10,-4,0.222446916,0.230769231,0,0,0,570.21099,548.369144,553.033521,538.572511,509.39627,501.030558,520.700576,502.257337,523.614444,471.770451,521.99649,498.710735,492.921815,507.696623,491.991828,501.556353,492.36121,503.598908,495.242548,472.624691,467.69736,500.864888,489.11662,535.145739,463.625323,474.211624,523.476927,522.138732,462.838266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,26,13,0,0,0,0,0,0,0,485.130063,1.23809524,0.619047619,484.588363,485,0.411637263,9,-4,0.233569262,0.172413793,0,999.791345,669.970776,776.57554,776.380394,686.246437,704.063135,700.431522,639.902776,671.846687,660.435721,680.90226,643.372141,680.749606,655.477093,664.622108,729.55856,672.882254,690.729365,702.336124,710.157915,673.894465,670.456812,680.699764,654.653399,646.160653,743.946339,674.640401,676.958404,753.426846,727.085163,681.623781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,30,12,0,0,0,0,0,0,0,485.166449,1.36363636,0.545454545,484.624708,485,0.375292491,8,-4,0.244691608,0.125,656.258698,754.646854,650.303756,594.571345,591.403343,463.966482,500.455013,484.332316,467.073508,467.158071,476.694298,465.242381,445.741684,490.580312,485.544613,496.162893,522.703779,503.965686,527.625022,538.751688,539.314672,522.510168,537.258219,540.177837,459.541165,481.534218,509.509797,512.098987,514.366816,560.94117,557.293042,491.29487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,34,11,0,0,0,0,0,0,0,485.202834,1.47826087,0.47826087,484.661052,485,0.338947719,7,-4,0.255813953,0.0857142857,322.586093,318.429361,304.164366,0,0,0,0,0,175.316959,168.024268,188.984465,164.796185,153.891623,168.516262,173.552235,175.708822,196.59942,193.801619,211.279445,186.117725,200.854647,193.678832,203.412591,189.61699,157.579758,165.562186,171.007796,191.114116,168.749946,203.71128,204.760872,175.100724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,20,15,0,0,0,0,0,0,0,487.072943,1.05263158,0.789473684,486.529073,487,0.470927499,10,-5,0.21132457,0.217391304,217.799251,302.166665,0,0,0,0,0,0,207.483296,216.554078,206.076688,190.151006,181.471017,215.267281,191.801063,188.154524,166.588944,177.561284,187.7921,176.253918,179.582178,176.449584,171.862127,165.2533,194.173964,179.113593,212.406533,151.528468,0,169.983433,177.869909,165.227598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,24,12,0,1,0,0,0,0,0,487.09157,1.2,0.6,486.547679,487,0.452321098,9,-3,0.222446916,0.153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.5943343,79.1919799,0,0,0,0,0,0,0,113.283302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,24,14,0,0,0,0,0,0,0,487.109328,1.2,0.7,486.565417,487,0.434582727,9,-5,0.222446916,0.153846154,0,0,325.305929,407.063489,379.177154,394.585702,383.673582,378.248409,372.867307,394.258414,374.819361,386.0129,362.768451,396.86174,375.194444,365.416577,409.971782,372.682975,404.739949,389.599104,419.003689,401.589081,368.155231,373.583736,391.456488,370.55618,429.514506,373.498383,383.791956,400.894136,426.565644,373.547027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,28,11,0,1,0,0,0,0,0,487.127955,1.33333333,0.523809524,486.584024,487,0.415976326,8,-3,0.233569262,0.103448276,0,0,0,0,0,0,0,0,108.89914,0,0,0,0,0,0,0,0,0,107.75796,0,0,0,0,99.9204234,112.69892,113.454148,118.999526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,28,13,0,0,0,0,0,0,0,487.145713,1.33333333,0.619047619,486.601762,487,0.398237955,8,-5,0.233569262,0.103448276,0,0,358.31167,374.109637,367.346149,321.056258,325.81912,345.607383,333.661365,342.526914,311.336139,326.209644,327.083942,353.005595,308.755147,324.815866,371.753944,342.424168,369.768362,357.773863,365.061806,354.858133,341.287901,348.664431,338.087886,320.93996,378.709992,365.760496,358.654003,374.768546,389.739299,350.684431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,28,10,0,0,0,0,0,0,0,487.16097,1.12,0.4,486.617001,487,0.382998791,12,2,0.278058645,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.076615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,32,12,0,0,0,0,0,0,0,487.182099,1.45454545,0.545454545,486.638107,487,0.361893184,7,-5,0.244691608,0.0625,0,0,0,0,0,0,0,0,155.425117,149.605435,165.501673,147.90139,0,0,0,0,183.456476,167.3123,159.873551,172.808407,188.150202,175.591478,169.998593,168.898469,139.942596,148.349844,170.173392,159.398317,155.607168,187.145168,176.905741,156.874209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,32,9,0,0,0,0,0,0,0,487.197355,1.23076923,0.346153846,486.653346,487,0.346654019,11,2,0.289180991,0.302325581,0,0,0,0,0,0,0,0,119.609369,0,128.85852,0,0,0,0,0,146.410294,143.76087,136.812819,0,0,0,136.456185,123.469843,117.236944,134.48909,115.666755,135.224853,0,150.70959,0,141.505641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,36,8,0,0,0,0,0,0,0,487.23374,1.33333333,0.296296296,486.689691,487,0.310309247,10,2,0.300303337,0.260869565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.3520611,96.0264482,0,0,0,0,0,0,94.0544658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,48,5,0,0,0,0,0,0,0,487.342897,1.6,0.166666667,486.798725,487,0.201274932,7,2,0.333670374,0.163636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297.523967
19,22,15,0,0,0,0,0,0,0,489.088593,1.15789474,0.789473684,488.542472,489,0.457528192,9,-6,0.21132457,0.130434783,0,0,0,0,0,0,0,0,139.651962,143.287969,141.721045,141.736077,0,0,0,0,125.195733,117.876948,133.610406,0,0,136.532381,123.128303,127.986384,141.309197,128.39498,158.513535,0,0,144.777454,0,120.460629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,26,12,0,1,0,0,0,0,0,489.10722,1.3,0.6,488.561078,489,0.438921791,8,-4,0.222446916,0.0769230769,0,0,0,0,0,0,0,0,128.891915,0,0,0,0,0,0,0,132.084084,128.971308,122.662896,0,0,0,130.692959,124.084101,147.073452,138.998645,152.45151,0,0,0,0,125.787745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,26,14,0,0,0,0,0,0,0,489.124978,1.3,0.7,488.578817,489,0.42118342,8,-6,0.222446916,0.0769230769,0,0,0,0,0,0,0,0,163.595837,177.506031,167.936409,172.393443,174.420921,175.730384,0,0,181.618892,178.102047,181.177461,183.766269,183.938602,178.439323,173.893414,171.254528,174.281349,166.27103,197.234705,174.567267,184.714784,191.250932,198.106483,181.597926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,26,11,0,0,0,0,0,0,0,489.140234,1.08333333,0.458333333,488.594056,489,0.405944255,12,1,0.266936299,0.351351351,245.883584,0,0,0,0,0,0,205.112416,176.883945,0,0,0,182.513112,0,172.950106,0,0,0,0,0,0,0,0,0,0,160.184004,0,0,0,0,0,170.617855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,30,13,0,0,0,0,0,0,0,489.161363,1.42857143,0.619047619,488.615161,489,0.384838648,7,-6,0.233569262,0.0344827586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.729284,100.310654,0,0,0,91.6670829,103.466698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,30,10,0,0,0,0,0,0,0,489.17662,1.2,0.4,488.630401,489,0.369599483,11,1,0.278058645,0.3,336.169215,0,278.176661,278.836868,262.42834,255.425032,263.703245,269.100261,244.743732,264.672287,261.47423,234.474591,237.860126,230.448373,230.457308,255.318083,272.652404,271.681372,265.731494,255.30331,291.437924,257.208549,268.016657,249.456917,227.647118,242.903176,235.768731,239.085333,264.593086,295.395565,282.710438,246.596197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,34,9,0,0,0,0,0,0,0,489.213005,1.30769231,0.346153846,488.666745,489,0.333254712,10,1,0.289180991,0.255813953,233.533499,0,0,0,0,0,0,0,205.142452,212.471928,215.903414,202.543767,201.371434,191.084961,0,212.019088,232.388698,226.021735,221.831713,237.187712,243.529671,218.26427,231.221304,212.899469,200.780697,220.013927,182.048549,0,227.827052,0,0,222.570121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,38,8,0,0,0,0,0,0,0,489.24939,1.40740741,0.296296296,488.70309,489,0.29690994,9,1,0.300303337,0.217391304,0,0,0,0,0,0,0,0,99.465569,0,116.299194,0,0,0,0,0,120.991057,117.302053,115.61496,0,0,0,114.253253,109.785988,103.749005,117.764389,0,0,0,0,0,125.470579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.853643,334.655356
22,20,13,0,0,0,0,0,0,0,491.083113,0.909090909,0.590909091,490.534766,491,0.465234491,13,0,0.244691608,0.419354839,0,0,0,0,0,0,0,0,114.410767,0,122.091983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,24,13,0,1,0,0,0,0,0,491.086484,1.26315789,0.684210526,490.538133,491,0.461867256,8,-5,0.21132457,0.0434782609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.6004495,0,0,0,0,0,92.9867226,101.039421,106.471268,131.648947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,24,12,0,0,0,0,0,0,0,491.119499,1.04347826,0.52173913,490.57111,491,0.42888972,12,0,0.255813953,0.352941176,0,0,0,323.117905,311.829285,258.347058,263.83064,283.039625,225.030605,229.863886,224.621069,224.987509,221.419134,223.830232,223.038371,229.277562,230.918474,221.683874,222.033107,225.656955,237.459405,206.408415,221.604379,215.416498,201.340723,200.840567,204.36396,215.382954,206.087757,226.523029,229.792186,192.97938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,28,11,0,0,0,0,0,0,0,491.155884,1.16666667,0.458333333,490.607455,491,0.392544948,11,0,0.266936299,0.297297297,537.163607,0,469.663158,489.215541,458.179245,416.979101,453.72505,438.925429,351.313424,385.91607,370.505045,354.778991,359.963573,350.41453,368.567734,362.19049,389.27419,382.119513,371.998869,396.864617,418.165001,377.209382,400.354066,368.946637,333.514777,352.457436,345.834247,360.020355,365.665697,392.697396,385.193194,366.518025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,32,10,0,0,0,0,0,0,0,491.19227,1.28,0.4,490.6438,491,0.356200176,10,0,0.278058645,0.25,533.302362,616.022564,423.023734,437.812501,417.993979,399.532106,408.385056,407.171509,372.92538,402.331246,394.375034,386.715446,382.881566,364.367951,392.543417,393.706715,434.485088,423.494024,434.744279,444.328688,476.649939,429.29188,428.943568,414.08931,382.14702,406.949694,374.854127,411.838046,431.52201,467.16052,448.228224,415.208094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546.861332
26,36,9,0,0,0,0,0,0,0,491.228655,1.38461538,0.346153846,490.680145,491,0.319855404,9,0,0.289180991,0.209302326,0,0,0,0,0,0,0,199.586647,212.221906,235.53152,234.634909,222.472749,225.577036,214.609618,221.711721,239.916785,270.893461,260.449365,257.341087,269.497426,278.592723,254.315074,251.836572,241.735187,213.425925,248.563403,203.797113,0,0,0,0,252.189583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486.327686
27,40,8,0,0,0,0,0,0,0,491.26504,1.48148148,0.296296296,490.716489,491,0.283510633,8,0,0.300303337,0.173913043,0,0,0,0,0,0,0,0,0,0,97.6531566,0,0,0,0,0,0,98.5791855,106.052308,0,0,0,93.0258147,89.2470038,0,106.061006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304.206784,509.434607
21,18,14,0,0,0,0,0,0,0,493.062378,0.857142857,0.666666667,492.51182,493,0.488179956,13,-1,0.233569262,0.428571429,0,0,0,0,0,0,0,0,140.206021,142.808657,142.428444,145.123512,0,0,0,0,0,102.94739,102.036814,0,0,0,97.2859908,102.113817,98.8334313,101.228462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,22,13,0,0,0,0,0,0,0,493.098763,1,0.590909091,492.548165,493,0.451835184,12,-1,0.244691608,0.35483871,0,0,274.862122,330.855302,351.263161,304.282183,316.854356,292.491364,266.921469,282.013388,256.102414,267.018929,266.727981,273.821385,259.558707,258.190961,247.926833,250.314532,246.986887,252.311068,256.989928,238.655001,246.97425,240.844974,224.974337,217.943772,256.202332,230.347237,237.157055,265.290201,255.540247,225.361593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,22,12,2,0,0,0,0,0,0,493.109997,1.04761905,0.571428571,492.559386,493,0.440614328,10,-2,0.233569262,0.307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.1871989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
